content,warc-target-uri,warc-date,warc-record-id,quality-warnings,categories,identification-language,identification-prob,identification-consistency,script-percentage,num-sents,content-length,tlsh
"Popozision ki sòti nan Konsit LLKM za òganizé, anlè dives pwen grafi épi lòtograf lanng kréyol Matinik
Dépi travay GEREC koumansé adan lé lanné 70, ékriti an lanng kréyol koumansé simayé toupatou andidan péyi-a. Poutan, magré gwo travay GEREC, rété dives poblenm ki pòkò rézoud (swé asou bagay GEREC pa trapé tan présizé, swé asou bagay pratik-la ka fè moun épi dives mapipi viré kabéché). Kifè ni dives késion anlè manniè matjé désèten bagay nan lanng-lan.
Konsit-la (ki pran diféran fom : sanblé, latilié…), sé an manniè nou ka popozé, atè Matinik, pou nou awmonizé o pi wo, jòdijou, manniè matjé kréyol Matinik. Pou sa, nou ka séyé sanblé tout moun ka bat anlè lanng kréyol Matinik (fòmatè, matjè, militan), nan diféran moman, pou pofondé pliziè pwen.
Senk konsit ja fet, an 2019, 2020, 2021, 2022, 2023, épi an kantité patisipan ki pé chanjé silon sé lanné-a.
Kabéchaj-la pa bout, i ka alé toujou, pou rivé fè o pi bien.
Senkiem Konsit LLKM
asou ""Li ek Matjé Kréyol""
Sanmdi 30 septanm 2023
8è é dimi pou 1è, Lotel Lasanblé,
avèni Lé Karayib, Fodfwans
Dives matjè, fòmatè, militan jwenn pou wouvè mwa kréyol la épi an bokantaj asou ""Mo konpozé nan lanng kréyol"".
Man Michelle Monrose, prézidant komision ""culture, art et patrimoine"" la CTM, akéyi nou (bonvini, bon travay).
Man Jozet Burnet-Miatékéla fè mitannè.
Misié Daniel-Joj Bardury prézanté épi espitjé anmizi-anmizi, popozision gwoup travay la asou mo konpozé té préparé. Sa rédé anpil bokantaj-la.
Anbians-lan té bon, adan an larel respé, travay, épi lafanmi.
Mèsi épi bravo pou tou sa ki té la.
Nou ka pran randévou pou pochen konsit-la, toujou asou mo konpozé.
KONFÉRANS LLKM
« LANNG KRÉYOL LA,
FOS LESPRI-NOU ! »
An konférans LLKM za prézanté dé fwa : an fwa, mèkrèdi 12 jiyé 2023, éti Festival lakilti Lavil Fodfrans té envité’y nan Sénak-la, an déziem fwa éti Lavil Chelchè té envité’y, mardi 24 oktob, Lespas Ozenat.
Lé dé fwa-a, sé misié Daniel Bardury (manm LLKM, Doktè nan Langue et culture Régionale, espésialis grammaire cognitive nan lanng kréyol) épi misiè Jozef Galonde (Liannè LLKM) ki mennen konférans-lan.
An konvwa danmyé-kalennda-bèlè Lakòdinasion bèlè (ki manm LLKM) jwé kat mòso ki montré gwo travay-la sé chanté-a ka fè asou lanng-lan.
Lè 12 jiyé, Erik Pézo épi Janfranswa Liénafa ba nou an bel moman eslam, éti la tou, lanng-lan montré tout fos-li.
Lè 24 oktob, sé Janfranswa Liénafa ki té la pou sa. Twazékant, avan konférans-lan, Joby Bernabé ba nou an gran moman épi lapawol kréyol.",https://www.llkm.org/bretmo/lam%C3%A9t%C3%A9yo-k-f/,2024-03-01T01:07:20Z,<urn:uuid:4ff66a63-2d90-4f0d-9dc5-46963283798d>,['short_sentences'],[],gcf-Latn,0.53,0.73,1.0,11,2648,tlsh:T17DF5E5516412CE9B1FCF90E10A3A8FA450187A49BEBB6D113B3011B9486AF0CC436B96D2ED8E6248638DDC4402CB7436DC2359395D9B30E598756033FDB62C85AD90308DBB
"Kantapou létjip Lafrans fanm, yo mennen bon moun Lanmanten jik Jowel an mannay ki fè zafè’y an hannbal-la épi Floréal. Yo jik mété pòtré’y asou an imeb Godisa. Jakson Richarson vini pou té batizé sa le maten an.
Pandan tan-an titak pli wo, pa koté Tivoli, an nouvo parti politik té ka fè larantré’y. Parti-tala wè jou, ja ni si mwa selman, sé «Martinique Écologie». Fok di tou, ja ni an parti ka di i ékolojis, sé MODÉMAS.
Mé es parti-tala ka di yonndé mo, dé mas an kannaval lézot?
Man pa sav, mé ou sé di yo pa té envité pou ba nouvo parti ékolojik-tala an pal.
Es pas parti-a fè bokantaj-li anba anba an gro piébwa ki ja ni pasé santan, é yo té pè sa potjiré yo nana? Antouléka yo pa vini.
Prézidan nouvo parti-tala sé Loulou. (Sé pa ta Sentlis-la), han han zot pa té wè’y ! Man jik kwè chien-yo pa ka djè alé lachas. Pas Loulou-tala adan an parti ki pou an sel manniè wè. Yo jik di la pansé inik. Manmay fok sav an fransé « inique » vé di séléra, pa bon pies toubannman!
Loulou «Martinique Ecologie-a» sé an konséyé Laréjion ki pran an bout tren adan ta Senpiè a pou i sikilé jik Kawbé. Misié sé pé té trapé an konjésion, lè i wè pa koté Mòn-Obé, té ni anlo pano fotovoltayik asou an tè agrikol. Kidonk épi anlot konséyé jénéral Fodfrans, i mandé pou kaskodé épi kalté politik-tala yo ka mennen an. I lé yo distribié lé riches ant linò épi lisid adan lemond.
Afarel, an chaben ki konpè épi Chaben, té konfian pas i di :
– Si nou pa wouvè zié-nou, tro ta ké baré-nou é nou ké rété pou la pléré!
Misié di épi an bel plodari konmkwa jénes Matinik ka djonmpitizé, Matinik ka bétonizé ek téren agrikol ka vaporé akondi létè oben léro jòdijou.
Sé moun «Martinique Ecologie-a» lé anlot politik pou péyi-a pran anlot chimen ki pa chimen chien éti nou pé garé. Pas yo konstaté Matinik sé péyi ki pli polié an Karayib-la menmsi Lavil Fodfrans fini mandé pou yo rikonnet La Baie des Flamands, kon pli bel bé o mond.
Jid
Sommaire Kréyolad
Viré monté
Bel poveb kréyol 722
«Tout soulié ni pié’y». - Jid
Pensez à signer le Livre d'Or !
Sonjé sinié livdò-la !
Forum:
Subscribe to RSS headline updates from:
Powered by FeedBurner
Les opinions et idées présentées sur le site appartiennent à leurs auteurs, elles ne représentent pas forcément celles du .",https://potomitan.info/duranty/kreyolad395.php,2024-02-29T17:29:10Z,<urn:uuid:5a7bc6a7-e4c9-44af-9fd4-e5f40e215bb8>,['footer' 'short_sentences'],[],gcf-Latn,0.73,0.62,0.99,16,2402,tlsh:T196E154417444DF670BE742D1FCBEE98441707B5DCE28AD387A7458E829ED7CC25FD986F16D8B8A8151ED9C9803C772B3EA32062870A670C46F78D569ED76188A3D9210DCB2
"Lanné 2017 ka komansé, lokazyon pou viré jété on dènyé koudzyé asi 2016. Péyi rich pa asi anho, kon Langlètè, Lamérik, Lafrans, Litali pasé onlo tribilisayon lanné-la sa. 2016 fè nou sonjé si nou té ka kwè nou an sékirité adan sé péyi-la sa nou ni pi kou réfléchi ankò.
Men abyengadé, a on nivo pi pèwsonèl, onlo bon biten rivé mwen an 2016.
Dyablès ka vwayajé
Sé an 2016 an chayé enpé liv dèyè do an mwen a Bèwlen. Sa ban mwen lokazyon vwè pa ni pon koté ola pèp an nou pa ka rivé pozé valiz a-y, travay é pawtisipé adan sa ki ka fèt la yo yé la.
Piplis, épi tèknoloji é koudmen, ni mwayen fè Dyablès vwayajé plen dòt koté. Sé pousa an kontan an vwè bout mèt bann-annons a Dyablès dèwo lanné-lasa osi. Ni moun ki pa sav ni on woman fantastik an kréyòl ki parèt. Kontinyé ba-y lavwa.
An 2016, nou kontré osi. Zò palé mwen dè liv-la, men siwtou zò palé antrè zòt. Zò palé ba dòt moun osi. Moun ki poko té konnèt liv-la. Zò di yo a ki pwen zò enmé Dyablès, ankijan zò touvé-y pi fasil a li ki zòt té ka kwè. Ki fè enpé moun komandé Dyablès asi sit nichtwèl an mwen parapòt a zòt. Mèsi !
Désèwten pawtajé avi a yo épi moun toupatou, kon Tyitelle, Orijinal Meaty oben kkiss. Selmanti, an tibwen chagriné davwa an pa té pé vin kouté sosyété L’Ascodela bokanté asi liv-la. Erèzdibonè, jounalis a 97Land té la pou ban nou nouvèl.
Wou-aprann rakonté
Sé an 2016 vidéyo a TEDx-la sòti osi. Adan vidéyo-la sa an té ka envité tout moun a pran tan rakonté sa yo ni a rakonté an kréyòl.
Pas dapré mwen kréyòl sé sa ki pi chouké an kilti a gwadloupéyen. Kidonk, menm si tout gwadloupéyen pa ka viv men jan-la, menm si i ni gwadloupéyen a lajan é gwadloupéyen san lajan, menm si ni gwadloupéyen ki trapé lenstriksyon é dòt ki pa trapé, jenn kon vyé, avòté kon matrité, si nou ka palé menm langaj-la ni mwayen yenn konprann lòt pi myé.
Sé pou sa an té ni on pansé pou SPEG, sendika a ansényan Gwadloup ki té ka fété 40 lanné a-y an 2016.
An té kontan osi, palé épi timoun lékòl pou espliké-yo ka rakonté pé sèvi adan on sosyété pannan simenn a kréyòl lékòl. An palé épi timoun ki an kolèj é timoun ki an lisé pou di yo ankijan, dapré mwen, litérati fèt pou rédé-nou pòté on koudèy nèf asi sa nou yé pou vwè ka nou ka kenbé, ka nou ka jété adan mès é labitid an nou.
Sé pousa an ka kontinyé pawtisipé adan Séna a Jèwti Dambury. Sé on manifèstasyon ki ka ègzisté dèpi 5 lanné é ki ka chèché a fè moun rantré an litérati a Karayib-la san pwotokòl. Davwa twòp pwotokòl ka mèt distans, é distans ka anpéché nou sanblé.
Pou 2017
Pou 2017, an ka swété nou chèché rèspé. Rèspé pou sa zansèt an nou lésé ban nou. Rèspé pa vé di “pa mannyé” men “fè-y sèvi é lésé tibwen pou dòt touvé”. Rèspé pou kò an nou pas sé adan-y nanm an nou ka vwayajé. Rèspé pou limanité, ki vé di pou chak nonm, chak fanm, chak zanfan fè silans douvan lapenn a lézòt, di mèsi pou sa lézòt ka ba-w, menm jan pou yo fè silans douvan lapenn a-w, é di-w mèsi pou sa ou ka ba-y. Rèspé pou sa Latè ka pòté davwa sé-y tousèl ki pé pòté-y.",https://www.timalo.com/bye-bye-2016/,2024-02-28T20:28:03Z,<urn:uuid:53594eb8-9c6e-4024-b01e-107176a306d9>,['header'],[],gcf-Latn,0.97,0.86,1.0,14,3251,tlsh:T1D4AF996141A0CBCB1FC320C25C1FDB90A828334AE8900E35BB3D5674A6EDA49D1FA5A2D765DF9100E48CE89A05C765BAD53325B4B0C036D04FAD557BEF331D4A6C8B7218BE
"ADN Awa !, 14 février 1952, 14 décembre 2010, 16 décembre 2008, 26 octobre 2010, Accord Bino, Affaire Jephté Depreux, Apartheid, BEO, Campêche, Charles Henri Salin, Chlordécone, Clan Koury, Cliniques KADJI, Collectif 5 Février, Conflit Danone, Dialogue social, Droit du travail, Esclavage, Etats-Généraux, Guerlain, Haïti, Justice coloniale, Kanaky, LKP, Mai 1967, Martinique, Mayotte, Mercury Day, Michel Madassamy, Mwa Mé, Octobre 1801, Pétition anti LKP, Plantation HAYOT, Prix des carburants, Procureur PRETRE, Prud’hommes, Racisme, Représentativité UGTG, SARA, Sarah Aristide, Solidarités, Tourisme, VIH/SIDA, Xénophobie, Pauvreté, Affaire ""Patrice (...), Affaire Marc SAINT-HIL, Agriculture, Algérie, Assignation en justice, Capesterre-Belle-e (...), CESER, CGOSH, CHU Lapwent, Collectif de Défense, Collectif des organisa, Construction du nouvea, Contre le Pass sanitai, Défilés, Dlo Gwadloup / Eau de, EFS Gwadloup, Elections 2020, Elections CESR, Elections Chambre (...), Elie DOMOTA, Epidémie Chikungunya, Epidémie CORONAVIRUS, Epidémie CORONVIRUS, Etats-Unis, fidel castro, Fillon / Domota, Grève C.A.S.E kapestè, Grève canal satellite, Grève Carrefour Milénis, Grève carrière de (...), Grève CGSS 2016, Grève CIST, Grève collectivités, Grève Collectvité (...), Grève de la faim Denis, Grève Hôpital Beauperthu, Grève Mairie Baie-Mahau, Grève Mairie Basse-Terr, Grève Pôle emploi (...), Grève Sablière de (...), Grève SIG février (...), Grèves, Grèves collectivités, Gwiyann, Inde, Jacques CHIRAC, Journal Rebelle, Journal Rebelle, Kanaky, Kolèktif Bastè kon (...), L’après cyclone IRMA et, Licenciement(s), Lopital Kapèstè, Louisa HANOUNE, Luc REINETTE, Marie-Galante, Meetings, Mexique, Mouvement social (...), Obligation vaccinale, Palestine, Père Chérubin CELESTE, Procès Elie DOMOTA (...), procès Jocelyn LEBORGNE, Propagande élections, Rapatriement de la, Régionales 2015, Respect des droits, Roland THESAUROS, Saint-Martin, Secteur B.T.P, Secteur Banque-Assuran, Secteur Banques Assura, Secteur Emploi-Formati, Secteur Immobilier, Secteur Nettoyage-Blan, Secteur Sécurité, Secteur Social et (...), Secteur Transport, TCSV/décès camarade (...), Total pwofitan, UEC-UGTG, ULTEA-UGTG, UNASS-UGTG, UTAS-UGTG, UTC-UGTG, UTE-UGTG, UTED-UGTG, UTHTR-UGTG, UTPP-UGTG, UTS-UGTG, UTT-UGTG, Venezuela, Virus ZIKA,
Vous êtes ici : Accueil Actualité
Kè a Kanpèch : Dimanch 7 désanm, Gwan koudmen nasyonal
Partager
Randévou a sizè é dèmi dimaten a Kanpèch pou kontinyé planté lespwa
1 réaction
I - POU KANPÈCH FÈ KANPÈCH É KONTINYÉ NOURI GWADLOUPÉYEN
A - Ka ki kanpèch ?
On pyébwa ki ka bay méyè bwa pou chabon, ki ka bay méyè flè pou miyèl, ki ka bay koulè, ki ka pousé koté ki dlo ra... on pyébwa ki nouri maléré an tout tan ;
On koté an bout a Gwadloup la ou pé dékouvé ankijan péyi la bèl, obò lanmè Latlantik, koté a gran van é a bèl soley ;
On koté la Kalina(Krayib) fouté Fwansé on glann an monman yo té vlé pwan péyi la, détwi pèp Krayib, é enstalé mès é labitid a yo, fè konmès a nonm yo woté pa fòs an péyi Lafrik pou travay pou yo anba sistenm a lèsklavaj ;
On koté kapitalis é kolonyalis fè lajan kon kann avè swé a nèg an kann ;
On lantoupwiz kapitalis fwansé gannyé pou ayen, an men a sosyété Bopò (1978) pou fè poul fè zé ;
On lantoupwiz ola 48 a 30 fanm é nonm té ka travay pou fè kapitalis gannyé plis ki 2,5 milyon léwo chak lanné, fè 60 000 poul ponn 15 milyon zé chak lanné avan-y koulé ;
32 lekta tè, 15 hanga é 3 milyon léwo zouti é matéryél ki kapitalis désidé vann 3 milyon swadizan pou yo pé woupwan sa yo pèd san di tou sa yo mèt a koté pannan sé 28 lanné la yo kontrolé lantoupwiz la ;
On lantoupwiz lèwowè on gwoup travayè lisansyé désidé anfinaldikont kolé tèt é lajan a yo, lyanné avè dot fanm é nonm Gwadloup pou kréyé on lantoupwiz la sé yo é nou Gwadloupéyen ki ka kontwolé ka pou pwodwi, avè kimoun, ankijan é pou toultan ;
On lèspwa pou nou Gwadloupéyen kapab travay pou nou kréyé on sistenm ki pé ké sanm ta kapitalis-komèwsan é posédan, ki kapab konstwi nonm, rèspékté laliwondaj, démontré an ki jan nou Gwadloupéyen pé nouri nou, nou menm padavwa bato é aviyon pé pé pa on jou chayé machandiz an Gwadloup pou alimanté é nouri sistenm a kapitalis ;
On lokazyon pou nou konpwann ankijan apwé Fwansé détwi pèp Krayib, maré fanm é nonm Lafrik anba lèsklavaj, yenki pou plis lajan, dékatyé é démouné fanm é nonm Gwadloup anba kolonizasyon é lasimilasyon, nou douwé jòdila chouké nou an konsyans, avè mémwa é gannyé fòs é pouvwa ki ni pou gannyé an sosyété Gwadloup a jòdila ....
NOU KA PWAN KANPÈCH ! NOU KA WOTÉ BWA KANPÈCH AN MEN A YO !
Kanpèch sé on koutkyanm, a pa on kout nonm ;
Kanpèch sé on lyannaj a tout lidé é tousa nou fin pa konprann, nou fanm é nonm Gwadloup apwé nou fwékanté lékòl a Fwansé, istwa é èspériyans a dot pèp asi latè, konésans a péyizan é travayè, més é labitid a pèp Gwadloup.
B - Ka nou vlé ?
Fè fanm fè fanm... !!! Fè nonm fè nonm... !!! San janmen manjé an men a yo… !!!
Kalbandé lespwatasyon kapitalis é kolonyalis !
Kontinyé nouri lalit !
Tè Gwadloup sé tan nou, nou ka pwan-y !
Pitit an nou é pitit a pitit an nou ké viv, grandi, pwan fòs, travay an Gwadloup adan on sosyété on laliwondaj, san pwoblenm ni an tèt a yo ni an kò a yo.... avè lèspwa a Kanpèch !
Pwévwa avan twota maré nou, padavwa pi plis fanm é nonm asi latè ka pwan fè anba kapitalis é mondyalizasyon, davwa yo planté manjé pou nouri lòksidan.
C - An ki jan fè kanpèch fè Kanpèch ?
ASI 32 LÈKTA TÈ NOU KAY :
Planté manjé, lévé zannimo pou vyann, prodwi kouran élèktrik é gaz ;
Konsèwvé sa nou pwodwi ;
Vann é bokanté sa nou pwodwi ;
Wouvè lékòl pou èspliké é nouri èspéryans nou vlé dévlopé ;
Wouvè pòt pou montré nou Gwadloupéyen é pèp péyi dèwò sa nou fè, avè tèt an nou é dé men an nou ;
Kréyé on lèspwi, on drapo, on chanté, lenj é koulè pou lyanné pép Gwadloup asi Kanpèch ;
Sanblé lajan san pasé pa sistenm a kapitalis.
D - Pa ki chimen nou ké pasé ?
Sanblé tout Gwadloupéyen nou konnèt, ki konnèt é ki konpwann sa pou fè an lèspwi a Kanpèch é ki kapab, agrikiltè, enjényè an tout métyé kon prodiksyon a kouran, a gaz, a pwason, mèt-a-mannyòk an transmisyon a konésans, an komès, an tourism, an sistenm a lajan. Yo dwèt pé fè lidé, lèspwa é lèspwi a Kanpèch éklò.
Gadé vwé sa ki ni an péyi déwò... (Commerce Equitable, SEL, Songhaï, La Bonne Bouffe...) é pwévwa an péyi Krayib.
Konmansé planté manjé é planté nonm toupannan nou ké fè lèspwi la pwan plas an tèt an nou.
II – SA KI JA BITYÉ JA BITYÉ !
Adan pawòl douvan la nou sòti palé la tini on lidé dévlopman a nonm pou dèmen. Fò tout fòs politik ki tan nou mofwazé pou dè bon an tout sòt matyè lékonomi. Fò nou menné pi ho, pi ho konsyans o pèp la, pou nou libéré on moso a andidan an nou menm douvan migan kolonizasyon – mondyalizasyon. Pou nou fè douvan fò nou gadé sa ki ja bityé.
A – Ki lespéryans nou ja menné ?
1 – Okipasyon a tè asi Bòn – Vèn(Lansbètran) é tè a « Cnie Fruitière » (Manten)
Prèmyé okipasyon ki fèt an péryòd la « UTA – UPG » vwè jou sété koté lanné 1976 – 77. Pou yonn, an limit Lansbètran é Kannal, tè bitasyon « Dadoud – Lagarde, Bonne -Veine » té ni onpil kolon. Yo di « Awa ! », misyé Simonet pé ké opozé yo lévé timoun a yo é nouri fanmi a yo. Evè koudmen, yo bityé tè. Jis jòdila, yo ka kontinyé travay tè lasa.
Okipasyon tè Manten konmansé an 1978. « La terre à ceux qui la travaillent ! », mi sé konsa lé sendika bwanné lé go popwyétè é raché zongonn a kapitalis fwansé an tè Gwadloup. Onlo Gwadlouyéyen montré solidarité avè lit a travayè a tè. Kolonyalis fwansé fèmé dé militan adan lajòl a yo.
2 – Okipasyon tè Galbas
Koté lé lanné 1980, okipasyon tè Galbas konmansé. Sé on lèspéryans ola onlo militan pòté fòs a yo. Jòdi-la, lé 120 èkta tè Galbas divizé an plizyè espwatasyon. SCA Galbas ki asi 60 èkta ka fè kann é zannanna. Asi rèstan la tini twa èspwatasyon, yo chak asi 20 èkta. ni plizyé esplwatasyon asi Galbas.
3 – Réfòm fonsyé an lanné 1981
Tout okipasyon a tè oblijé kolonyalis fwansé rèvwè distribisyon a tè an péyi an nou. Sé konsa RF fèt an 1981. Adan plizyè « GFA » (Groupement Foncier Agricole) tousa antré an plas an Nò Gwadloup, an plen Zabim, Mònalo é Moul, é apwé an Nò Granntè... asi 11.000 èkta. Kolonyalis fwansé mété milyon lajan an men a pwopriyétè kapitalis.
Alèkilé, péyizan mwayen Gwadloupéyen pousé asi tè Gwadloup men tè Gwadloup pòkò ka ba pèp Gwadloup manjé sa-y fò-y manjé. Kolonyalis fwansé ka simé sibvansyon pou nou kontinyé manjé asi pò – la.
B – Ki lèspéryans nou ja fè dòt koté ki an tè ?
Lalit a mouvman sosyal la fè nou konstaté : dèpi kapitalis fin siwoté lajan a Léta, lajan a Konsèy Réjyonal, lajan a Konsèy Jénéral, lajan a Konmin, yo ka fèmé lantoupwiz, yo ka chapé kò é yo ka vonmi travayè an lari la. Evè sa, mouvman sosyal la konpwann, travayè pa pòk, yo pa bwak, yo pé gidonné lantoupwiz a yo... Sé sa ki bay pi plis on dizenn lantoupwiz ola sé travayè ka kontrol... : « SAG, Station Valkanërs, Patisserie René... », é dot ankò.
C– Voyé zyé an péyi déwò... « SONGHAÏ »... an péyi Bénen (Lafwik)
Dèpi lanné 1985, ni fanm é nonm an péyi Bénen ka fè tè Lafwik poté manjé kon kann. Yo ka fè vyann, pwason, légim... yo ka fè rasin, yo ka fè fwi, yo ka fè fòwmasyon, yo branché entèwnèt, é dòt ankò.
Nou ka woutyenn lé senk pwen kapital ki lèspéryans Songhaï ka mèt douvan pou konstwi on pwojé :
Gadé laliwondaj ola pwojé la kay bityé ;
Gadé ki fanm é nonm ki la é ka yo ja pòté an laliwondaj la ;
Gadé an ki sosyété nou yé lè nou kay bityé ;
Gadé ola tèknoloji rivé an men a fanm é nonm ki an péyi la ;
... Apwé tousa, gadé kijan nou pé sanblé lajan andidan pèp la.
D - Ki lagrikilti ki fò ni pou nouri pèp Gwadloup ?
ON LAGRIKILTI KI KA RÈSPÈKTÉ :
Nonm la ;
Laliwondaj la ;
Wouchouké adan péyi Gwadloup pou nouri pèp la ;
Pwodiktè la ki ka fè tè fè manjé la... pou-y pé viv kon toutmoun !
POU BOUT !!!
Fò an mwa oktòb 2008 KAK (Kè A Kanpèch) pé di ola nou kay èvè Kanpèch é opita an
Janvyé 2009 wouvè kè a bwa Kanpèch.
I fò nou di é èspliké sa ki èstratéji an nou pou pèp la.
Fò pèp la ka konpwann klè – klè – klè, sa nou ka désidé.
Fo-y ka konpwann sa nou ka fè konm si, sa-y santi, sa-y di lèwowè-y hélé :
« Pa mannyé Kanpèch ! », nou militan, nou konpwann sa ki fò té fè.
Nou douwé kiltivé volonté a pèp la adan on lign politik, ki fwi a réflèksyon an nou asi sa-y santi pou dèmen.
Si nou kenbé fil a-y, nou ké gannyé !
Si nou lagé fil a-y, nou pèd konba !
Sépousa l’UGTG désidé bay balan a KANPECH
POU KONTINYÉ PLANTÉ LESPWA A KANPECH :
07 DÉSANM 2008 : GRAN KOUDMEN NASYONAL
Randévou a sizè é dèmi dimaten a Kanpèch,
pou planté mannyok, patat, malanga, jiwomon, kann, pwa,…
Laprémidi nou ké prézanté Pèp Gwadloup sa Travayè kay fè si tè a zansèt annou.
PA KONTÉ SI PYÉ A LÉZOT POU MACHÉ !!!
ANNOU KONTINYÉ NOURI LALIT - NOU KÉ GANNYÉ !!!
KÈ A KANPÈCH (KAK)
Association de Défense des Salariés de la Ferme de Campêche,
UGTG
UPG
Mouvman Kiltirèl AKIYO
Association ANKA
TRAVAYE E PEYIZAN
MOUVMAN NONM
date de l evenement : 7 décembre 2008
Publié par Collectif Ferme de Campêche le vendredi 5 décembre 2008
Remonter en haut de la page
A lire également
A lire aussi dans la même rubrique :
Propos racistes de Jean Paul GUERLAIN : la société Guerlain (filiale de LVMH) touche 300 000 euros de son assurance
Disparition du service public hospitalier en Martinique : Le Collectif de défense de l’hopital se prépare à une vaste mobilisation
1é mé, jou a lit & solidarité, travayè a l’ANPE ka bityé KANPECH !
Le scandale du crédit béké surnommé « Crédit Martiniquais »
Appel de l’Union des Travailleurs de la Santé UGTG : Tous en grève pour le respect des engagements pris
D'autres articles du même auteur :
Kè a Kanpèch
Pou jaden annou pa pousé si bato : nou péké lagé Kanpèch !
Forum article
Kè a Kanpèch : Dimanch 7 désanm, Gwan koudmen nasyonal
Réaction de Shaka Zulu le 5 décembre 2008 @ 14h13
Malérèzman an pé ké yé èvè zòt mé fò zò sav tout patriyòt Gwadloup ka pòté mannèv asi pwoblèm a lagrikilti. A pa kon boug Vyézabitan-la ki bizwen fouté on pis a kous a loto asi nò Gwanntè-la. Médya ofisyèl a yo palé ti-bwen dè aksyon a 7 désanm-la mé yo pa rété two lontan asi sa. Dèpi endépandantis pa ka mèt bonb ankò sa pa ka entérésé-yo padavwa yo pé pa di bétiz ankò asi sé patriyòt-la. Tè agrikòl sa enpòtan adan on péyi. Si on péyi pa ni tè agrikòl, sé kon on loto san lésans anbò ay.",https://ugtg.org/spip.php?article657,2024-02-22T23:42:45Z,<urn:uuid:3c632070-bca0-4f71-b811-2183f1418fde>,['footer' 'short_sentences'],[],gcf-Latn,0.6,0.7,1.0,76,13151,tlsh:T1035F6F42E850DB8B0BCF22C3642FEE11046832A4FCAA6D316B2D6AB8EDD5D94F13B843EB1C9F928012EDF8C5094B36B7CE23D564785930C58E3A6837BF7619456DC222257D
"Lendi bonmaten, anlo moun té anrajé anlè lawout. Kisiswa sa ka vini pa lisid oben sa ki sòti dan linò, tout moun té blotjé épi lé taksiko.
Sé chofè-a ki anba lopsion l’USET té lé atoutfos izé Jozet. Asiparé, manzel té ké ponmet yo katrèvenmil éro. Yo di yo pa ni asé, pas dapré lakat marin épi katjil yo, sé sansenkant mil éro yo té ké ni bizwen pou yo pati laritret. Lè nou sav, sèten ni twa dwa taksi, nou ka konprann poutji yo ka goumen.
Yo pa dakò pas asou katrèvenmil éro-a. Konsèy jénéral ka ba yo karant mil douvan douvan, ek lèrestan sé épi Laréjion i pou wè sa.
Pres tout moun sav, sé jou-tala Laréjion, si yo pa toutafetman débantjé, lajan matla-a fonn kon sinobol anba gwo chalè sé jou-tala.
An menm balan-an, té ni grev Konsey jénéral pas anlo travayè poko sav ki manniè krab-la ké dékalé-a.
Yè anlè an radio, Brino Nestò pa mété dlo an bouch-li pou di bravman:
— Sé katmil ajan Konsèy jénéral ek réjional-la pa asiré trouvé an plas. Sinon bidjé TCM-lan ké sèvi pou péyé yo!
Sé bien pou sa, sé ajan Konsèy jénéral débréyé bonmaten-an pou fidjiré épi prézidant-lan.
Epi kanpàn élektoral-la sé kandida-a pa ka djè palé di personel-la. Yo tout ka fui, oben ka di yo ké ni tan wè sa apré. Poulemoman, fodra éli yo pou yo pé otjipé di sa. Sa ka mété moun entjet. Anlo poko menm sav si yo ké alé voté, jijéwè ba kimoun. Poulemoman ja ni 9 lis é yo poko sav kiles yo ké chwézi, yo mélé kon farin é sann.
Sa ki pli tris-la, sèten ja menm paré achté vwa, ek dot lé asepté vann vwa yo tou pou an portab, é menm 50 éro. Afos swadizan yo mélé.
Fout sa red kanmenm, lè nou ni an dwa ek nou pa sa sèvi’y. Savrè sé pa tousa ka fè ni blokaj an péyi-a.
Jid
Sommaire Kréyolad
Viré monté
Bel poveb kréyol 722
«Tout soulié ni pié’y». - Jid
Pensez à signer le Livre d'Or !
Sonjé sinié livdò-la !
Forum:
Subscribe to RSS headline updates from:
Powered by FeedBurner
Les opinions et idées présentées sur le site appartiennent à leurs auteurs, elles ne représentent pas forcément celles du .",https://potomitan.info/duranty/kreyolad592.php,2024-02-26T21:39:29Z,<urn:uuid:0703ddcb-3466-4020-af64-f4b88c50872f>,['footer' 'short_sentences'],[],gcf-Latn,0.64,0.64,1.0,14,2125,tlsh:T1BFF24F4197D4E7C70FD762E1683AAE8404A02B68DC4D7D21777854B865D0345B2B2A53E25E4F4F4490EECC450AE7FF67E9332AB174D811E0877582ADCF37120D6E111078A5
